data;ID_motorista;mapa;caixas
2025-05-13;192;281886;117
2025-05-12;199;281817;27
2025-05-13;559;281896;3
2025-05-13;665;281876;56
2025-05-13;166;281881;28
2025-05-13;732;281859;13
2025-05-13;897;281857;6
2025-05-13;213;281891;35
2025-05-13;672;281892;9
2025-05-13;229;281895;5
2025-05-13;960;281862;16
2025-05-10;96;281778;4
2025-05-13;98;281882;21
2025-05-13;675;281890;25
2025-05-13;224;281889;8
2025-05-13;50;281863;12
2025-05-13;80;281893;15
2025-05-13;151;281872;26
2025-05-12;728;281814;2
2025-05-12;208;281815;3
2025-05-13;41;281897;3
2025-05-13;341;281894;24
2025-05-13;718;281858;4
2025-05-13;897;281857;15
2025-05-10;165;281779;11
2025-05-13;559;281896;9
2025-05-13;229;281895;15
2025-05-12;47;281816;27
2025-05-12;51;281819;6
2025-05-12;997;281837;10
2025-05-12;997;281837;139
2025-05-13;153;281861;4
2025-05-13;213;281891;8
2025-05-13;672;281892;5
2025-05-13;50;281863;3
2025-05-13;80;281893;9
2025-05-13;161;281877;191
2025-05-12;199;281817;6
2025-05-13;74;281874;110
2025-05-12;51;281819;2
2025-05-13;166;281881;21
2025-05-13;341;281894;1
2025-05-10;165;281779;7
2025-05-13;146;281883;79
2025-05-13;41;281897;4
2025-05-13;80;281893;3
2025-05-12;728;281814;24
2025-05-13;689;281864;24
2025-05-13;559;281896;5
2025-05-13;162;281878;44
2025-05-13;229;281895;5
2025-05-12;51;281819;4
2025-05-13;732;281859;8
2025-05-12;7;281834;7
2025-05-13;224;281889;8
2025-05-13;672;281892;10
2025-05-13;151;281872;10
2025-05-13;718;281858;3
2025-05-13;80;281893;18
2025-05-13;166;281881;19
2025-05-13;960;281862;2
2025-05-12;47;281816;6
2025-05-13;341;281894;1
2025-05-13;229;281895;3
2025-05-13;213;281891;16
2025-05-13;192;281886;52
2025-05-13;341;281894;1
2025-05-13;41;281897;4
2025-05-13;80;281893;4
2025-05-13;146;281883;18
2025-05-13;960;281862;2
2025-05-12;208;281815;7
2025-05-12;7;281834;3
2025-05-13;98;281882;27
2025-05-13;689;281864;9
2025-05-13;224;281889;14
2025-05-13;453;281875;35
2025-05-13;229;281895;3
2025-05-13;341;281894;6
2025-05-12;997;281837;61
2025-05-13;151;281872;2
2025-05-13;166;281881;19
2025-05-13;161;281877;3
2025-05-12;47;281816;7
2025-05-13;689;281864;3
2025-05-13;689;281864;3
2025-05-13;689;281864;26
2025-05-12;47;281816;18
2025-05-12;208;281815;1
2025-05-13;41;281897;4
2025-05-12;47;281816;5
2025-05-13;675;281890;6
2025-05-13;229;281895;11
2025-05-13;80;281893;18
2025-05-13;213;281891;17
2025-05-12;997;281837;3
2025-05-13;672;281892;12
2025-05-13;665;281876;55
2025-05-13;689;281864;5
2025-05-13;224;281889;7
2025-05-13;151;281872;1
2025-05-13;604;281888;27
2025-05-13;689;281864;10
2025-05-13;689;281864;49
2025-05-13;689;281864;2
2025-05-13;689;281864;4
2025-05-13;559;281896;9
2025-05-13;229;281895;14
2025-05-13;213;281891;12
2025-05-13;151;281872;5
2025-05-13;672;281892;14
2025-05-13;453;281875;54
2025-05-13;559;281896;1
2025-05-13;192;281886;31
2025-05-13;196;281879;43
2025-05-13;732;281859;49
2025-05-13;213;281891;6
2025-05-13;151;281872;1
2025-05-13;41;281897;3
2025-05-13;146;281883;51
2025-05-13;220;281880;52
2025-05-13;213;281891;9
2025-05-13;229;281895;2
2025-05-13;229;281895;1
2025-05-13;675;281890;16
2025-05-13;98;281882;23
2025-05-13;559;281896;2
2025-05-13;675;281890;17
2025-05-13;224;281889;11
2025-05-13;672;281892;14
2025-05-13;559;281896;3
2025-05-13;213;281891;17
2025-05-12;7;281834;24
2025-05-13;559;281896;2
2025-05-13;221;281887;253
2025-05-13;166;281881;6
2025-05-13;229;281895;12
2025-05-13;224;281889;1
2025-05-13;146;281883;19
2025-05-13;604;281888;36
2025-05-13;453;281875;40
2025-05-13;151;281872;10
2025-05-13;153;281861;2
2025-05-13;732;281859;6
2025-05-13;559;281896;9
2025-05-13;897;281857;3
2025-05-13;213;281891;3
2025-05-13;27;281871;4
2025-05-13;229;281895;16
2025-05-13;153;281861;2
2025-05-13;50;281863;21
2025-05-12;7;281834;36
2025-05-12;51;281819;14
2025-05-13;675;281890;17
2025-05-13;220;281880;58
2025-05-13;897;281857;3
2025-05-13;50;281863;4
2025-05-13;153;281861;6
2025-05-13;213;281891;4
2025-05-12;51;281819;2
2025-05-13;672;281892;7
2025-05-13;732;281859;8
2025-05-13;98;281882;26
2025-05-13;229;281895;3
2025-05-13;221;281887;24
2025-05-13;146;281883;19
2025-05-13;213;281891;5
2025-05-12;51;281819;1
2025-05-13;897;281857;9
2025-05-13;151;281872;8
2025-05-13;16;281885;209
2025-05-13;689;281864;25
2025-05-12;199;281817;17
2025-05-13;213;281891;8
2025-05-13;689;281864;1
2025-05-13;604;281888;15
2025-05-13;897;281857;4
2025-05-13;229;281895;1
2025-05-12;51;281819;5
2025-05-13;50;281863;18
2025-05-13;960;281862;20
2025-05-13;559;281896;22
2025-05-13;897;281857;1
2025-05-12;208;281815;12
2025-05-13;213;281891;7
2025-05-13;733;281884;3
2025-05-13;733;281884;3
2025-05-13;196;281879;67
2025-05-12;51;281819;2
2025-05-13;672;281892;13
2025-05-13;151;281872;4
2025-05-13;213;281891;5
2025-05-13;960;281862;8
2025-05-13;221;281887;7
2025-05-10;165;281779;17
2025-05-13;338;281867;269
2025-05-12;199;281817;7
2025-05-13;153;281861;1
2025-05-13;98;281882;25
2025-05-12;51;281819;1
2025-05-13;897;281857;8
2025-05-12;51;281819;1
2025-05-13;675;281890;6
2025-05-13;732;281859;25
2025-05-13;229;281895;21
2025-05-13;689;281864;36
2025-05-13;229;281895;28
2025-05-13;689;281864;2
2025-05-13;213;281891;6
2025-05-13;559;281896;16
2025-05-13;718;281858;117
2025-05-12;51;281819;5
2025-05-13;151;281872;3
2025-05-13;897;281857;3
2025-05-13;559;281896;3
2025-05-13;229;281895;1
2025-05-12;199;281817;6
2025-05-13;672;281892;12
2025-05-13;146;281883;31
2025-05-13;229;281895;15
2025-05-13;128;281860;24
2025-05-13;675;281890;8
2025-05-13;689;281864;15
2025-05-12;51;281819;1
2025-05-13;196;281879;40
2025-05-13;732;281859;8
2025-05-13;672;281892;3
2025-05-13;960;281862;8
2025-05-13;153;281861;47
2025-05-10;165;281779;12
2025-05-13;224;281889;11
2025-05-13;162;281878;40
2025-05-13;675;281890;1
2025-05-13;41;281897;3
2025-05-13;897;281857;46
2025-05-13;213;281891;1
2025-05-13;98;281882;23
2025-05-13;220;281880;48
2025-05-12;51;281819;3
2025-05-13;213;281891;1
2025-05-13;675;281890;14
2025-05-13;221;281887;20
2025-05-13;229;281895;2
2025-05-12;51;281819;3
2025-05-13;213;281891;16
2025-05-12;199;281817;6
2025-05-13;146;281883;13
2025-05-13;41;281897;1
2025-05-13;153;281861;1
2025-05-13;224;281889;4
2025-05-13;41;281897;4
2025-05-12;76;281818;37
2025-05-10;165;281779;16
2025-05-13;732;281859;17
2025-05-13;559;281896;14
2025-05-13;559;281896;4
2025-05-12;51;281819;4
2025-05-13;675;281890;8
2025-05-13;672;281892;11
2025-05-12;199;281817;4
2025-05-13;229;281895;13
2025-05-13;196;281879;50
2025-05-13;732;281859;1
2025-05-13;153;281861;13
2025-05-12;51;281819;3
2025-05-12;7;281834;3
2025-05-13;689;281864;29
2025-05-13;151;281872;33
2025-05-12;76;281818;6
2025-05-13;733;281884;48
2025-05-13;733;281884;26
2025-05-13;27;281871;97
2025-05-13;41;281897;3
2025-05-12;51;281819;3
2025-05-13;960;281862;20
2025-05-10;165;281779;4
2025-05-13;675;281890;1
2025-05-12;7;281834;14
2025-05-13;732;281859;4
2025-05-12;51;281819;3
2025-05-13;672;281892;1
2025-05-13;559;281896;17
2025-05-13;229;281895;30
2025-05-13;733;281884;3
2025-05-13;50;281863;2
2025-05-13;41;281897;4
2025-05-13;153;281861;8
2025-05-13;224;281889;14
2025-05-13;675;281890;4
2025-05-13;672;281892;3
2025-05-12;51;281819;6
2025-05-13;128;281860;12
2025-05-12;51;281819;1
2025-05-13;733;281884;4
2025-05-13;162;281878;47
2025-05-13;41;281897;3
2025-05-12;7;281834;17
2025-05-13;224;281889;4
2025-05-12;51;281819;4
2025-05-13;151;281872;15
2025-05-12;199;281817;4
2025-05-12;51;281819;5
2025-05-13;733;281884;5
2025-05-13;672;281892;1
2025-05-13;559;281896;6
2025-05-10;165;281779;23
2025-05-13;27;281871;9
2025-05-12;51;281819;6
2025-05-13;672;281892;3
2025-05-13;732;281859;10
2025-05-13;732;281859;7
2025-05-13;224;281889;5
2025-05-13;41;281897;4
2025-05-13;41;281897;2
2025-05-13;675;281890;13
2025-05-12;51;281819;4
2025-05-13;960;281862;21
2025-05-12;76;281818;61
2025-05-12;51;281819;8
2025-05-13;41;281897;3
2025-05-13;672;281892;5
2025-05-13;151;281872;7
2025-05-13;604;281888;9
2025-05-13;604;281888;53
2025-05-12;76;281818;1
2025-05-13;224;281889;11
2025-05-13;604;281888;2
2025-05-13;27;281871;17
2025-05-13;41;281897;2
2025-05-13;733;281884;4
2025-05-13;672;281892;2
2025-05-12;76;281818;4
2025-05-13;675;281890;9
2025-05-13;224;281889;6
2025-05-13;604;281888;4
2025-05-10;165;281779;49
2025-05-13;27;281871;13
2025-05-12;76;281818;5
2025-05-13;128;281860;17
2025-05-13;672;281892;3
2025-05-13;41;281897;1
2025-05-13;672;281892;1
2025-05-13;27;281871;6
2025-05-13;732;281859;20
2025-05-12;76;281818;3
2025-05-13;733;281884;6
2025-05-13;224;281889;1
2025-05-12;51;281819;1
2025-05-13;675;281890;13
2025-05-13;733;281884;3
2025-05-13;732;281859;5
2025-05-13;672;281892;13
2025-05-13;559;281896;22
2025-05-13;559;281896;1
2025-05-13;559;281896;13
2025-05-13;733;281884;3
2025-05-13;224;281889;3
2025-05-13;224;281889;2
2025-05-13;733;281884;16
2025-05-13;732;281859;2
2025-05-12;51;281819;1
2025-05-12;51;281819;8
2025-05-13;672;281892;5
2025-05-13;27;281871;12
2025-05-13;224;281889;4
2025-05-10;165;281779;14
2025-05-13;604;281888;16
2025-05-13;672;281892;4
2025-05-13;672;281892;1
2025-05-13;224;281889;2
2025-05-13;732;281859;13
2025-05-12;51;281819;9
2025-05-13;672;281892;1
2025-05-13;675;281890;1
2025-05-13;224;281889;5
2025-05-13;732;281859;2
2025-05-13;675;281890;10
2025-05-13;27;281871;27
2025-05-12;51;281819;5
2025-05-10;165;281779;11
2025-05-10;165;281779;5
2025-05-13;733;281884;10
2025-05-13;604;281888;18
2025-05-13;672;281892;1
2025-05-13;672;281892;13
2025-05-13;675;281890;2
2025-05-13;27;281871;6
2025-05-12;51;281819;9
2025-05-13;675;281890;8
2025-05-13;732;281859;16
2025-05-13;732;281859;6
2025-05-13;732;281859;5
2025-05-13;224;281889;12
2025-05-12;51;281819;7
2025-05-13;675;281890;8
2025-05-13;338;281867;116
2025-05-13;604;281888;7
2025-05-13;732;281859;4
2025-05-13;672;281892;11
2025-05-13;27;281871;9
2025-05-13;732;281859;5
2025-05-13;224;281889;7
2025-05-13;604;281888;5
2025-05-13;675;281890;1
2025-05-12;51;281819;6
2025-05-13;604;281888;3
2025-05-13;224;281889;6
2025-05-13;604;281888;3
2025-05-13;675;281890;9
2025-05-13;224;281889;11
2025-05-13;604;281888;4
2025-05-13;224;281889;9
2025-05-13;604;281888;4
2025-05-13;224;281889;12
2025-05-13;224;281889;6
2025-05-13;224;281889;12
2025-05-12;76;281818;4
2025-05-12;76;281818;23
2025-05-14;897;281930;1
2025-05-12;76;281818;3
2025-05-13;1;281865;36
2025-05-13;718;281858;147
2025-05-14;728;281929;48
2025-05-14;580;281932;1
2025-05-14;341;282017;6
2025-05-12;76;281818;1
2025-05-14;580;281932;2
2025-05-09;30;281715;8
2025-05-14;897;281930;7
2025-05-14;50;281937;2
2025-05-13;16;281885;171
2025-05-14;80;281981;8
2025-05-14;580;281932;8
2025-05-14;50;281937;6
2025-05-09;30;281715;12
2025-05-13;16;281885;91
2025-05-14;341;282017;12
2025-05-13;733;281884;10
2025-05-13;153;281861;8
2025-05-14;897;281930;1
2025-05-14;208;281934;4
2025-05-14;559;281975;11
2025-05-13;1;281865;62
2025-05-14;897;281930;1
2025-05-14;229;281977;9
2025-05-13;604;281888;2
2025-05-13;604;281888;1
2025-05-14;80;281981;9
2025-05-09;30;281715;1
2025-05-13;153;281861;6
2025-05-12;76;281818;10
2025-05-14;208;281934;5
2025-05-12;76;281818;4
2025-05-14;166;281966;39
2025-05-14;213;282015;2
2025-05-09;30;281715;7
2025-05-14;146;281958;33
2025-05-12;76;281818;1
2025-05-14;229;281977;15
2025-05-14;166;281966;66
2025-05-14;50;281937;45
2025-05-14;897;281930;9
2025-05-14;341;282017;50
2025-05-14;80;281981;11
2025-05-14;675;281976;20
2025-05-14;224;281980;5
2025-05-13;1;281865;10
2025-05-09;30;281715;3
2025-05-14;192;281963;5
2025-05-14;208;281934;4
2025-05-14;80;281981;2
2025-05-14;146;281958;8
2025-05-14;146;281958;6
2025-05-12;76;281818;24
2025-05-13;153;281861;12
2025-05-14;728;281929;54
2025-05-14;213;282015;3
2025-05-14;229;281977;7
2025-05-12;199;281817;17
2025-05-09;30;281715;13
2025-05-14;213;282015;21
2025-05-13;96;281866;1
2025-05-13;96;281866;69
2025-05-09;30;281715;1
2025-05-14;897;281930;11
2025-05-12;76;281818;7
2025-05-14;580;281932;78
2025-05-14;192;281963;5
2025-05-09;30;281715;2
2025-05-14;41;281982;4
2025-05-14;146;281958;28
2025-05-13;128;281860;43
2025-05-09;30;281715;3
2025-05-14;47;281935;66
2025-05-14;196;281965;32
2025-05-14;162;281962;62
2025-05-14;224;281980;9
2025-05-13;128;281860;8
2025-05-13;1;281865;47
2025-05-14;192;281963;6
2025-05-13;338;281867;136
2025-05-09;30;281715;22
2025-05-14;208;281934;21
2025-05-14;580;281932;6
2025-05-14;165;281933;31
2025-05-13;604;281888;19
2025-05-13;604;281888;16
2025-05-14;229;281977;29
2025-05-14;41;281982;3
2025-05-12;76;281818;3
2025-05-13;153;281861;3
2025-05-14;50;281937;5
2025-05-14;161;281964;91
2025-05-14;50;281937;5
2025-05-14;146;281958;13
2025-05-13;1;281865;7
2025-05-14;559;281975;31
2025-05-12;76;281818;2
2025-05-14;580;281932;13
2025-05-14;341;282017;27
2025-05-14;897;281930;13
2025-05-14;166;281966;35
2025-05-13;153;281861;8
2025-05-14;41;281982;1
2025-05-14;98;281960;157
2025-05-14;192;281963;6
2025-05-14;74;281955;136
2025-05-13;604;281888;5
2025-05-14;165;281933;4
2025-05-14;897;281930;3
2025-05-14;41;281982;2
2025-05-14;80;281981;18
2025-05-14;665;281957;43
2025-05-09;30;281715;2
2025-05-09;30;281715;17
2025-05-14;220;281961;78
2025-05-14;146;281958;4
2025-05-12;76;281818;11
2025-05-14;165;281933;3
2025-05-13;153;281861;2
2025-05-14;580;281932;21
2025-05-14;675;281976;15
2025-05-14;453;281956;66
2025-05-14;146;281958;2
2025-05-14;47;281935;4
2025-05-13;733;281884;6
2025-05-14;80;281981;3
2025-05-14;50;281937;7
2025-05-14;229;281977;7
2025-05-14;74;281955;236
2025-05-14;897;281930;4
2025-05-14;41;281982;4
2025-05-13;732;281859;29
2025-05-14;208;281934;11
2025-05-14;208;281934;11
2025-05-13;1;281865;18
2025-05-14;161;281964;43
2025-05-14;897;281930;3
2025-05-14;165;281933;5
2025-05-14;98;281960;3
2025-05-14;229;281977;10
2025-05-14;229;281977;1
2025-05-14;146;281958;2
2025-05-14;80;281981;7
2025-05-14;580;281932;3
2025-05-12;199;281817;13
2025-05-12;76;281818;10
2025-05-14;50;281937;2
2025-05-14;146;281958;4
2025-05-14;341;282017;4
2025-05-14;162;281962;50
2025-05-14;151;281954;76
2025-05-13;604;281888;16
2025-05-14;559;281975;20
2025-05-14;192;281963;28
2025-05-13;128;281860;8
2025-05-14;213;282015;1
2025-05-14;50;281937;1
2025-05-13;1;281865;7
2025-05-14;80;281981;4
2025-05-14;224;281980;22
2025-05-14;229;281977;2
2025-05-14;146;281958;6
2025-05-13;96;281866;44
2025-05-13;733;281884;20
2025-05-14;50;281937;2
2025-05-14;165;281933;3
2025-05-14;341;282017;3
2025-05-14;161;281964;24
2025-05-14;192;281963;4
2025-05-14;166;281966;6
2025-05-14;50;281937;6
2025-05-14;224;281980;4
2025-05-09;30;281715;6
2025-05-14;229;281977;2
2025-05-14;80;281981;5
2025-05-13;604;281888;16
2025-05-14;41;281982;2
2025-05-14;50;281937;2
2025-05-14;41;281982;3
2025-05-14;41;281982;2
2025-05-14;580;281932;15
2025-05-13;732;281859;9
2025-05-14;146;281958;3
2025-05-14;200;281959;77
2025-05-14;221;281967;75
2025-05-14;196;281965;27
2025-05-12;199;281817;11
2025-05-13;1;281865;12
2025-05-14;897;281930;30
2025-05-09;30;281715;18
2025-05-14;897;281930;1
2025-05-14;50;281937;1
2025-05-14;341;282017;12
2025-05-14;41;281982;1
2025-05-14;166;281966;1
2025-05-14;47;281935;44
2025-05-14;80;281981;11
2025-05-14;51;281931;9
2025-05-14;51;281931;8
2025-05-14;166;281966;32
2025-05-14;453;281956;84
2025-05-14;50;281937;3
2025-05-14;50;281937;4
2025-05-14;41;281982;3
2025-05-14;151;281954;19
2025-05-12;199;281817;9
2025-05-14;146;281958;15
2025-05-14;675;281976;25
2025-05-14;897;281930;19
2025-05-14;229;281977;35
2025-05-14;196;281965;27
2025-05-09;30;281715;2
2025-05-14;41;281982;3
2025-05-13;1;281865;14
2025-05-13;604;281888;9
2025-05-14;229;281977;5
2025-05-13;604;281888;1
2025-05-12;199;281817;1
2025-05-14;80;281981;5
2025-05-14;559;281975;15
2025-05-09;30;281715;19
2025-05-14;997;281968;14
2025-05-14;213;282015;18
2025-05-14;213;282015;13
2025-05-13;604;281888;1
2025-05-14;220;281961;60
2025-05-14;146;281958;16
2025-05-13;604;281888;5
2025-05-14;50;281937;17
2025-05-14;162;281962;54
2025-05-14;196;281965;5
2025-05-14;80;281981;4
2025-05-14;50;281937;1
2025-05-14;80;281981;11
2025-05-14;229;281977;8
2025-05-14;224;281980;21
2025-05-14;559;281975;6
2025-05-14;166;281966;8
2025-05-14;341;282017;5
2025-05-14;50;281937;2
2025-05-14;166;281966;2
2025-05-14;146;281958;1
2025-05-14;50;281937;3
2025-05-14;559;281975;5
2025-05-14;166;281966;9
2025-05-14;229;281977;4
2025-05-09;30;281715;22
2025-05-14;221;281967;32
2025-05-14;559;281975;1
2025-05-14;192;281963;31
2025-05-14;213;282015;8
2025-05-14;196;281965;11
2025-05-14;80;281981;13
2025-05-14;665;281957;72
2025-05-14;161;281964;63
2025-05-14;151;281954;4
2025-05-14;213;282015;2
2025-05-14;229;281977;13
2025-05-14;80;281981;1
2025-05-13;96;281866;51
2025-05-13;96;281866;62
2025-05-14;675;281976;3
2025-05-14;341;282017;8
2025-05-14;80;281981;4
2025-05-14;50;281937;20
2025-05-14;559;281975;8
2025-05-14;146;281958;23
2025-05-14;200;281959;57
2025-05-14;146;281958;9
2025-05-14;80;281981;1
2025-05-14;192;281963;14
2025-05-14;453;281956;57
2025-05-14;224;281980;16
2025-05-14;341;282017;3
2025-05-14;248;281970;50
2025-05-14;248;281970;38
2025-05-14;151;281954;8
2025-05-14;162;281962;38
2025-05-14;213;282015;8
2025-05-14;80;281981;2
2025-05-14;196;281965;25
2025-05-14;200;281959;3
2025-05-14;341;282017;2
2025-05-14;224;281980;12
2025-05-14;675;281976;9
2025-05-14;559;281975;8
2025-05-14;665;281957;42
2025-05-14;192;281963;31
2025-05-14;728;281929;4
2025-05-14;341;282017;1
2025-05-12;76;281818;1
2025-05-14;224;281980;5
2025-05-14;559;281975;6
2025-05-14;146;281958;18
2025-05-14;672;281979;84
2025-05-12;76;281818;13
2025-05-14;146;281958;5
2025-05-14;196;281965;6
2025-05-13;153;281861;17
2025-05-14;580;281932;2
2025-05-14;675;281976;18
2025-05-14;689;281936;65
2025-05-14;151;281954;16
2025-05-14;559;281975;1
2025-05-14;200;281959;2
2025-05-14;220;281961;43
2025-05-13;1;281865;19
2025-05-14;559;281975;1
2025-05-14;580;281932;3
2025-05-12;76;281818;3
2025-05-14;213;282015;6
2025-05-14;341;282017;1
2025-05-14;341;282017;35
2025-05-14;47;281935;32
2025-05-14;196;281965;27
2025-05-14;146;281958;1
2025-05-14;580;281932;3
2025-05-14;224;281980;21
2025-05-13;733;281884;248
2025-05-14;200;281959;2
2025-05-14;224;281980;1
2025-05-14;559;281975;6
2025-05-14;192;281963;11
2025-05-14;162;281962;8
2025-05-14;213;282015;7
2025-05-12;76;281818;4
2025-05-14;196;281965;5
2025-05-13;338;281867;102
2025-05-14;580;281932;8
2025-05-14;728;281929;27
2025-05-14;151;281954;6
2025-05-14;897;281930;22
2025-05-12;76;281818;3
2025-05-13;718;281858;8
2025-05-14;196;281965;2
2025-05-14;51;281931;29
2025-05-14;27;281971;17
2025-05-14;672;281979;31
2025-05-14;580;281932;14
2025-05-14;897;281930;13
2025-05-13;153;281861;11
2025-05-14;559;281975;16
2025-05-14;559;281975;3
2025-05-14;224;281980;13
2025-05-13;718;281858;8
2025-05-14;453;281956;53
2025-05-14;41;281982;3
2025-05-12;199;281817;8
2025-05-14;220;281961;6
2025-05-14;559;281975;3
2025-05-14;728;281929;3
2025-05-14;221;281967;42
2025-05-14;248;281970;45
2025-05-14;453;281956;55
2025-05-12;76;281818;4
2025-05-12;76;281818;3
2025-05-14;559;281975;3
2025-05-14;41;281982;3
2025-05-14;224;281980;11
2025-05-12;76;281818;3
2025-05-14;728;281929;4
2025-05-14;897;281930;6
2025-05-14;897;281930;14
2025-05-14;665;281957;95
2025-05-14;672;281979;13
2025-05-14;51;281931;19
2025-05-14;689;281936;204
2025-05-14;559;281975;7
2025-05-14;161;281964;84
2025-05-14;248;281970;35
2025-05-14;151;281954;16
2025-05-14;728;281929;7
2025-05-14;41;281982;4
2025-05-14;220;281961;14
2025-05-12;76;281818;6
2025-05-14;675;281976;9
2025-05-14;51;281931;10
2025-05-14;672;281979;11
2025-05-14;41;281982;3
2025-05-13;718;281858;8
2025-05-14;165;281933;133
2025-05-14;213;282015;3
2025-05-13;153;281861;2
2025-05-14;728;281929;24
2025-05-14;221;281967;27
2025-05-12;76;281818;7
2025-05-14;224;281980;24
2025-05-12;76;281818;1
2025-05-14;165;281933;6
2025-05-14;960;281938;18
2025-05-14;559;281975;18
2025-05-14;248;281970;15
2025-05-14;897;281930;16
2025-05-14;689;281936;36
2025-05-14;897;281930;12
2025-05-14;50;281937;52
2025-05-14;51;281931;81
2025-05-12;76;281818;3
2025-05-12;199;281817;22
2025-05-14;41;281982;3
2025-05-13;718;281858;55
2025-05-14;675;281976;4
2025-05-14;559;281975;11
2025-05-14;213;282015;3
2025-05-14;27;281971;41
2025-05-14;151;281954;16
2025-05-14;224;281980;3
2025-05-14;41;281982;1
2025-05-14;672;281979;6
2025-05-14;248;281970;14
2025-05-13;153;281861;27
2025-05-14;221;281967;11
2025-05-14;559;281975;2
2025-05-12;76;281818;3
2025-05-14;248;281970;14
2025-05-14;51;281931;10
2025-05-14;165;281933;11
2025-05-14;41;281982;1
2025-05-14;221;281967;1
2025-05-14;604;281973;5
2025-05-14;580;281932;134
2025-05-14;47;281935;16
2025-05-14;672;281979;5
2025-05-14;559;281975;1
2025-05-14;728;281929;16
2025-05-14;897;281930;1
2025-05-14;997;281968;135
2025-05-14;41;281982;1
2025-05-14;672;281979;2
2025-05-14;604;281973;2
2025-05-14;221;281967;4
2025-05-14;165;281933;10
2025-05-14;224;281980;17
2025-05-14;41;281982;1
2025-05-14;41;281982;1
2025-05-14;213;282015;7
2025-05-14;675;281976;3
2025-05-14;51;281931;23
2025-05-14;165;281933;5
2025-05-14;50;281937;18
2025-05-14;151;281954;8
2025-05-14;672;281979;9
2025-05-12;76;281818;6
2025-05-13;153;281861;64
2025-05-14;604;281973;11
2025-05-14;224;281980;4
2025-05-14;897;281930;61
2025-05-14;675;281976;4
2025-05-14;41;281982;4
2025-05-14;728;281929;3
2025-05-13;338;281867;95
2025-05-14;151;281954;6
2025-05-14;728;281929;16
2025-05-14;165;281933;9
2025-05-12;76;281818;13
2025-05-14;213;282015;12
2025-05-14;559;281975;27
2025-05-14;248;281970;42
2025-05-14;675;281976;5
2025-05-14;51;281931;17
2025-05-14;41;281982;3
2025-05-14;151;281954;4
2025-05-14;580;281932;52
2025-05-14;604;281973;13
2025-05-14;208;281934;281
2025-05-14;224;281980;23
2025-05-14;7;281969;8
2025-05-14;213;282015;13
2025-05-14;41;281982;2
2025-05-14;221;281967;8
2025-05-12;76;281818;2
2025-05-12;76;281818;14
2025-05-14;221;281967;6
2025-05-14;675;281976;4
2025-05-14;689;281936;43
2025-05-14;47;281935;2
2025-05-14;897;281930;23
2025-05-14;897;281930;10
2025-05-14;41;281982;2
2025-05-14;675;281976;20
2025-05-14;689;281936;3
2025-05-14;672;281979;12
2025-05-14;604;281973;5
2025-05-14;7;281969;4
2025-05-13;96;281866;103
2025-05-14;27;281971;81
2025-05-13;718;281858;9
2025-05-14;208;281934;9
2025-05-14;897;281930;5
2025-05-14;41;281982;3
2025-05-14;51;281931;43
2025-05-14;672;281979;4
2025-05-14;224;281980;24
2025-05-14;41;281982;1
2025-05-14;213;282015;23
2025-05-14;47;281935;2
2025-05-14;672;281979;1
2025-05-14;7;281969;24
2025-05-14;27;281971;4
2025-05-14;224;281980;2
2025-05-14;213;282015;5
2025-05-14;248;281970;47
2025-05-14;672;281979;8
2025-05-14;7;281969;4
2025-05-14;604;281973;6
2025-05-14;221;281967;13
2025-05-14;675;281976;2
2025-05-14;221;281967;36
2025-05-14;604;281973;2
2025-05-14;7;281969;4
2025-05-14;208;281934;16
2025-05-14;997;281968;156
2025-05-14;675;281976;9
2025-05-14;213;282015;14
2025-05-14;672;281979;9
2025-05-14;604;281973;6
2025-05-14;27;281971;24
2025-05-14;51;281931;36
2025-05-14;604;281973;5
2025-05-14;672;281979;8
2025-05-14;224;281980;6
2025-05-14;675;281976;8
2025-05-14;27;281971;15
2025-05-14;51;281931;17
2025-05-14;213;282015;20
2025-05-14;221;281967;60
2025-05-14;604;281973;19
2025-05-14;51;281931;5
2025-05-14;672;281979;9
2025-05-14;675;281976;2
2025-05-14;604;281973;25
2025-05-14;224;281980;3
2025-05-14;672;281979;6
2025-05-14;675;281976;11
2025-05-14;27;281971;7
2025-05-14;672;281979;4
2025-05-14;672;281979;2
2025-05-14;675;281976;10
2025-05-14;27;281971;9
2025-05-14;672;281979;7
2025-05-14;221;281967;18
2025-05-14;604;281973;9
2025-05-14;51;281931;
2025-05-14;213;282015;5
2025-05-14;213;282015;34
2025-05-14;604;281973;5
2025-05-14;221;281967;14
2025-05-14;672;281979;4
2025-05-14;604;281973;10
2025-05-14;51;281931;
2025-05-14;27;281971;12
2025-05-14;213;282015;3
2025-05-14;213;282015;1
2025-05-14;604;281973;14
2025-05-14;604;281973;16
2025-05-14;604;281973;5
2025-05-14;604;281973;15
2025-05-14;27;281972;251
2025-05-15;341;282071;3
2025-05-14;997;281968;4
2025-05-15;689;282042;123
2025-05-14;960;281938;33
2025-05-14;248;281970;25
2025-05-14;7;281969;13
2025-05-14;997;281968;6
2025-05-14;672;281979;4
2025-05-13;338;281867;163
2025-05-14;47;281935;6
2025-05-14;47;281935;21
2025-05-15;341;282071;16
2025-05-14;728;281929;2
2025-05-14;7;281969;14
2025-05-13;96;281866;7
2025-05-14;47;281935;3
2025-05-13;718;281858;20
2025-05-15;341;282071;7
2025-05-14;997;281968;7
